corpus_id,query_id,score,original_query,document_text,synthetic_query,assigned_task_type
c:vabb:309891,1884,1,Plannen voor mensen,"Sinds het begin van het nieuwe millenium is stadsontwikkeling steeds vaker synoniem voor stedenbouw. Daarmee stijgen de verwachtingen van stedenbouw. Van de grote bouwwerven in onze steden wordt nu ook steevast een belangrijke maatschappelijke meerwaarde geëist. 
Deze publicatie gaat in op de praktische en procedurele uitdagingen die hiermee gepaard gaan. Als eerste Nederlandstalige handboek voor ‘sociaal-ruimtelijke planning’ wil dit boek architecten en stedenbouwkundigen wapenen voor de nieuwe sociale opdracht die ze krijgen. Tegelijk richt dit boek zich tot professionals actief in de ‘sociale sector’: opbouwwerkers, buurtwerkers, jeugdwerkers, buurtregisseurs, integrale veiligheidscoördinatoren…. De auteurs gaan er vanuit dat de stedenbouw van de toekomst nog sterker interdisciplinair zal moeten zijn dan vandaag. Willen stedenbouwkundige projecten een maatschappelijke meerwaarde realiseren, zal de samenwerking met deze sociale professionals moeten worden versterkt. Met dit boek willen de auteurs beide groepen helpen om samen te werken, om zo meer te halen uit stedenbouwkundige projecten: stenen, maar voor mensen. 
De tekst biedt een overzicht van de meest actuele wetenschappelijke kennis over de interactie tussen bebouwde omgeving en sociale praktijken en processen als ontmoeten, veiligheid, sociale cohesie. Op basis van een langlopende samenwerking met de cel sociale planning van de Stad Antwerpen werd bovendien een methodiek ontwikkeld voor sociaal-ruimtelijke planning. Aan de hand van concrete praktijkvoorbeelden wordt uitgelegd hoe op verschillende momenten van het ruimtelijk planningsproces de samenwerking tussen sociale en stedenbouwkundige professionals kan worden verbeterd en hoe de kennis van sociale professionals gevaloriseerd kan worden in betere, meer sociale stedenbouwkundige projecten.",Hoe verbeter je samenwerking tussen sociale en stedenbouwkundige professionals?,Task_1
c:vabb:522517,8194,1,Veertig Hadith’s over fysieke en mentale gezondheid,"De publicatie bestaat uit een veertigtal Hadith’s of uitspraken van de Profeet Mohammed over hygiëne en reinheid, gezondheid en ziekten, epidemieën en mentale gezondheid, geselecteerd uit de ‘Zes Canonieke Hadithboeken’, vertaald in het Nederlands en voorzien van commentaren gecontextualiseerd in de coronapandemie.",Analyseer Islamitische overleveringen over hygiëne en gezondheid bij epidemieën.,Task_2
c:vabb:177928,424,1,"Gekregen of verdiend? Ongelijkheid op school: omvang, oorzaken en gevolgen","Dit artikel geeft een algemene schets van de sociale ongelijkheid in het Vlaamse onderwijs en dit zowel in het kleuter, het lager, het secundair als het hoger onderwijs. Uit deze cijfers blijkt dat het verhaal over ongelijkheid in het onderwijs een verhaal is van een voortschrijdende sociale selectie. Op verschillende momenten in de onderwijsloopbaan beïnvloedt de reeds bereikte positie de overgebleven keuzemogelijkheden en keuzes. Bij elke volgende selectie wordt verder gefilterd, en wordt de populatie leerlingen homogener voor de volgend transities. De ongelijke doorstroming doorheen het onderwijs leidt bovendien tot een ongelijke doorstroming naar de arbeidsmarkt, wat op zich resulteert in ongelijkheden in inkomen, macht, kennis, gezondheid, enzovoort. Net omwille van het feit dat het onderwijs er niet in slaagt de sociaal ongelijke startpositie weg te werken, wordt sociale ongelijkheid net als vroeger overgeërfd. Met andere woorden: sociale ongelijkheid wordt ‘gereproduceerd’.",Hoe beïnvloedt onderwijs de overerving van sociale ongelijkheid?,Task_3
c:vabb:388576,4683,1,Sociaal-cultureel en educatief werk. Het beleid in Vlaanderen: een wegwijzer.,"Vlaanderen kent een sterk vertakt sociaal-cultureel en educatief netwerk. Dat omvat naast jeugdwerk, amateurkunsten, bibliotheken, cultuur- en gemeenschapscentra, sociaal-cultureel volwassenenwerk en zelforganisaties ook samenlevingsopbouw, basiseducatie, volwassenenonderwijs en erfgoed.
<br/> 
<br/>Wat is het beleid voor deze sectoren, wie maakt het en hoe komt het tot stand? En hoe vind je je weg in lokale, regionale en federale instellingen, in het middenveld en tussen staatshervormingen, witboeken, groenboeken, wetten, decreten, verklaringen, beleidsnota's en begrotingen?
<br/> 
<br/>Dit handboek is een wegwijzer voor iedereen die een antwoord zoekt op deze en andere vragen. Het is opgevat als een inleiding en maakt het soms taaie beleidsjargon verteerbaar voor iedereen. Het richt zich daarmee tot studenten, docenten, beroepskrachten en beleidsmakers.",Hoe navigeer je door het beleid van sociaal-culturele en educatieve netwerken?,Task_1
c:vabb:274687,838,1,Flexivolunteering,"De wet van 3 juli 2005 betreffende de rechten van vrijwilligers, wordt in deze bijdrage getoetst aan de vereisten waaraan voluntariaat moet voldoen, en die vervat liggen in het Engelse letterwoord ""flexivolunteering"": flexibility, laughs, experience, variety en andere.",Hoe voldoet vrijwilligerswetgeving aan moderne eisen voor vrijwilligerswerk?,Task_2
c:vabb:475619,6836,1,Werken met vluchtelingen: zijn onze ondernemingen er klaar voor?,"De asielzoekers die tijdens de vluchtelingencrisis van 2015 in ons land zijn toegekomen, zoeken momenteel volop hun weg op onze arbeidsmarkt. Ondanks het initiële optimisme over de economische inzetbaarheid van deze groep nieuwkomers, blijft hun werkelijke arbeidsmarktparticipatie echter vooralsnog beperkt. In tijden van toenemende krapte op de arbeidsmarkt zullen we nochtans al het beschikbare talent nodig hebben om onze ondernemingen verder te doen groeien. Op basis van de resultaten van een ETION-enquête in 2018, kunnen we concluderen dat veel ondernemingen nog twijfelen om de stap te zetten naar aanwerving van mensen uit deze doelgroep. Ze denken dat hun kennis van het Nederlands en hun professionele competenties niet zullen volstaan om de vacante functies bevredigend in te vullen. De ondernemingen die wel reeds met vluchtelingen aan de slag zijn gegaan, geven inderdaad aan dat ze vaak een bovengemiddelde inspanning hebben moeten leveren om deze mensen op hun werkvloer te integreren. Hoopvol is nochtans dat ze doorgaans zeer tevreden zijn met de arbeidsprestaties van mensen met een vluchtelingenachtergrond.","Waarom aarzelen bedrijven vluchtelingen aan te nemen, ondanks potentieel succes?",Task_3
c:vabb:511871,7834,1,De polsstokwerking van de beginselen van behoorlijk bestuur: export en reflexwerking?,"Deze bijdrage omvat een analyse van de toepassing van de beginselen van behoorlijk bestuur op het privaatrechtelijk handelen van de overheid, bekeken vanuit het perspectief van publicisten.",Analyse van toepassing bestuursrechtelijke principes op privaatrechtelijk overheidsoptreden door juristen.,Task_1
c:vabb:180710,449,1,Longkankerrisico en blootstelling aan Cadmium via het milieu: antwoord op de kritiek met toetsing van de causaliteit,"Wij onderzochten of het risico van longkanker in verband staat met blootstelling aan cadmium via het leefmilieu. Daartoe werden 994 personen gerekruteerd door middel van een aselecte steekproef in gebieden met een hoge en een lage blootstelling aan cadmium. In de periode 1985-1989 maten wij bij deze proefpersonen de hoeveelheid cadmium die gedurende 24 uur via de urine werd uitgescheiden (een index van de levenslange blootstelling), evenals de cadmiumconcentratie in de bodem van hun moestuintjes. We volgden de cohorte tot oktober 2004. De cadmiumconcentratie in de bodem had een bereik van 0,8 tot 17,0 mg/kg. De gemiddelde cadmiumuitscheiding gedurende 24 uur bedroeg 12,3 nmol bij de proefpersonen in het verontreinigde gebied tegen 7,7 nmol per dag in het referentiegebied (p < 0,0001). Over 17,2 jaar (mediaan) kregen 53 deelnemers kanker met dodelijke afloop en 20 een niet-fatale neoplastische aandoening (resultaten geactualiseerd tot 31 oktober 2004). Hieronder waren 18 patiënten met dodelijke longkanker en 1 patiënt die een longkanker overleefde. In veelvoudig aangepaste analysen, waarbij rekening gehouden werd met geslacht, leeftijd en rookgewoonten, steeg het risico op longkanker met 70% (95%-betrouwbaarheidsinterval: 13-157%) voor iedere verdubbeling van de hoeveelheid cadmium uitgescheiden via de urine. Het longkankerrisico was 4,2 maal (1,2- 14,4) hoger in het verontreinigde gebied dan in het referentiegebied, en het steeg met 57% (11-124%) per verdubbeling van de cadmiumconcentratie in de bodem. In dit artikel stellen wij eerst een korte samenvatting voor van de eerder in het Engels gepubliceerde resultaten. Vervolgens rapporteren wij de resultaten van bijkomende analysen, die wij uitvoerden naar aanleiding van kritiek op onze primaire studie. Hierbij toetsen we onze oorspronkelijke en bijkomende studieresultaten aan de Bradford-Hill-criteria voor een oorzakelijk verband. We geven voorts een overzicht van de mogelijke mechanismen, waarbij cadmium van het leefmilieu overgaat naar de mens, en van de preventiemaatregelen die in met cadmium vervuilde gebieden genomen kunnen WORDEN",Hoe beïnvloedt cadmium blootstelling vanuit milieu longkanker risico en mechanismen?,Task_2
c:vabb:490755,7173,1,Coronacrisis: katalysator voor herglobalisering van onderaf?,"Ongetwijfeld vormt de coronacrisis één van de grootste en meest ingewikkelde problemen uit de naoorlogse geschiedenis. Volgens David Criekemans vormt deze pandemie, en vooral hoe we ermee omgaan, ook een crisis van de hedendaagse neoliberale wereld. Als antwoord op de huidige mondiale crises pleit hij voor een ‘herglobalisering van onderaf’.",Toont de coronapandemie een crisis van het hedendaagse neoliberalisme aan?,Task_3
c:vabb:341865,3006,1,Bijstands- of consultatierecht: het Straatsburgse en Parijse perspectief,Bijstands- of consultatierecht: het Straatsburgse en Parijse perspectief,Hoe verschilt het recht op juridische consultatie in diverse Europese rechtsstelsels?,Task_1
c:vabb:483915,7019,1,Afstand van recht in de strafprocedure,"Wie het Wetboek van Strafvordering ter hand neemt, zal vaststellen dat de wetgever traditioneel geen echte voorstander bleek van een actief betrokken en autonoom handelende private partij, omdat die zijn opzet om tot waarheidsvinding te komen, stokken in de wielen kon steken. Om zijn doelstelling te bereiken, koos hij voor rechtsregels die van openbare orde zijn en dus geenszins toelaten dat een individu het strikt gereglementeerde overheidsoptreden in de war zou sturen. Binnen die constellatie kon van een afstand van recht weinig sprake zijn.

Worstelend met een realiteit evenwel die hem uitdaagde om de strakke teugels iets meer te laten vieren, liet de wetgever een dergelijke afstand gaandeweg wel toe. Onderzoekshandelingen met toestemming vonden hun weg naar de strafprocedure, net als overeenkomsten over de uitkomst van de strafvordering. Een afstand van recht werd dan wel op diverse vlakken mogelijk, maar wie daar een conceptuele theorie achter zoekt, komt van een kale reis terug. 

Bovendien heeft deze mogelijkheid een belangrijke weerslag op de klassieke rolverdeling tussen het Openbaar Ministerie, de zittende magistratuur en de private partijen (met inbegrip van de advocatuur), zodat ook daar de vraag ontstaat naar een nieuw evenwicht. Dit boek beantwoordt de vraag op welke manier de toelating van vormen van afstand van recht door personen die betrokken zijn bij een strafprocedure deze procedure een efficiënt, eerlijk en rechtvaardig karakter kan opleveren. Het gaat na onder welke voorwaarden een dergelijke afstand geoorloofd en geldig is en geeft weer op welke manier de verschillende posities van de bij een strafprocedure betrokken actoren vorm moeten krijgen opdat de procedure een evenwicht weet te bereiken. 

Dit boek biedt de rechtspracticus verder niet alleen een terugblik via een grondig historisch overzicht, met inbegrip van een duiding bij de hervormingsvoorstellen die het wel of niet haalden, het beschrijft ook uitgebreid diverse elementen uit de actuele strafprocedure. Zo krijgt de lezer een grondige toelichting bij de principes voor de huiszoeking en het DNA-onderzoek met toestemming in de onderzoeksfase, en voor het laten van verstek in de vonnisfase. Wat de alternatieve strafprocedure betreft, krijgt de rechtspracticus een zeer grondige beschrijving van de principes over de minnelijke schikking en de procedure van voorafgaande erkenning van schuld.",Hoe verandert individuele betrokkenheid de dynamiek van strafprocedures?,Task_2
c:vabb:340622,2816,1,Cassatie als baken voor een nieuwe koers : de verraderlijke klip van de volgorde van excepties definitief omzeild ?,"Bij toepassing van artikel 854 Ger.W. moet de onbevoegdheid van de rechter voor wie de zaak aanhangig is, worden voorgedragen vóór alle exceptie of verweer, tenzij deze onbevoegdheid van openbare orde is.
Aan deze procedurele verplichting is voldaan, wanneer de exceptie van onbevoegdheid wordt voorgedragen in de eerste conclusie voor de eerste rechter en vooraleer het debat ten gronde wordt aangegaan.
Wanneer in de eerste conclusie voor de eerste rechter meerdere excepties worden voorgedragen is het hierbij onverschillig in welke volgorde dit gebeurt.",Wanneer moet een rechterlijke onbevoegdheid worden ingeroepen in een civiele procedure?,Task_3
