query_id,score,corpus_id,original_query,document_text,synthetic_query,assigned_task_type
13109,1,13109,"Raamovereenkomst voor groenonderhoud, tuinaanleg en tuinomheiningen","De onderhavige opdracht betreft  verschillende diensten, opgesplitst in 5 percelen.De inschrijver is vrij om te kiezen voor welke percelen deze offerte opmaakt en indient. De inschrijver is geenszins verplicht om een offerte in te dienen voor alle percelen. Het staat de inschrijver dus vrij om voor één, meerdere of alle percelen offerte op te maken en in te dienen.Deze opdracht omvat meerdere percelen: Perceel 1: periodiek groenonderhoud binnen het patrimonium van WoninGent via vaste planning; Perceel 2: periodiek groenonderhoud op afroep van leegstaande panden binnen het patrimonium van WoninGent; Perceel 3: diverse aanlegwerken in de buitenomgeving zoals aanleg van grindvakken en graszones; Perceel 4: additionele werkorders en werkorders op afroep conform vaste prijsopgave; Perceel 5: afbreken van bestaande en plaatsen van tuinomheiningen.","Uitleg over aanbestedingen voor groenvoorziening, aanleg en tuinafscheidingen in deelopdrachten.",Task_2
84215,1,84215,Aanvullende opdracht/meerwerk herinrichting Kanaalstraat,De oorspronkelijke waarde van de opdracht gepubliceerd op Tenderned op 9 juli 2022 onder Tenderned kenmerk 337238 wordt verhoogd van oorspronkelijk €4.444.000 naar €5.200.000 conform artikel 2.163d van de aanbestedingswet. €5.200.000,Zijn er aanbestedingen met wettelijk verhoogde opdrachtwaarde na publicatie?,Task_3
137101,1,137101,"Raamovereenkomst voor het leveren, plaatsen en in dienst stellen van C-bogen","Raamovereenkomst voor het leveren, plaatsen en in dienst stellen van C-bogen","Aanbestedingen voor levering, plaatsing en ingebruikname van C-bogen",Task_1
34128,1,34128,Marktconsultatie Tarievenonderzoek Wmo-maatwerkondersteuning,"In het verlengde van het reeds lopende ""Tarievenonderzoek Wmo-maatwerkondersteuning"" organiseert de gemeente Rotterdam een marktconsultatie. De gemeente Rotterdam wil de verkregen informatie gebruiken om een marktgerichte en realistische aanbesteding in de markt te zetten. U dient zich aan te melden als geïnteresseerde door uw gegevens in te vullen bij de vragenlijst ""Aanmelding Marktconsultatie"" en deze op dit aanbestedingsplatform in te dienen, zoals beschreven in de 'instructies' van dit platform. De aanmelding dient te worden ingediend vóór de datum zoals bepaald in het tabblad 'planning'.",Marktconsultatie voorbereiden realistische aanbesteding: hoe deelnemen?,Task_2
39142,1,39142,Innovaties t.b.v. innovatief kruispunt Helmond,Innovaties t.b.v. innovatief kruispunt Helmond.,Bevestigen aanbestedingen investeringen in innovaties voor kruispunten?,Task_3
86723,1,86723,"DAS Maaien waterlopen Broekpolder, Soestpolder en de Sudermar","DAS Maaien waterlopen Broekpolder, Soestpolder en de Sudermar",Welke aanbestedingen zijn er voor onderhoud aan waterlopen?,Task_1
62551,1,62551,Europese aanbesteding Communicatiedienstverlening Social Media,"Deze aanbesteding omvat samengevat advisering over en het ontwikkelen van campagnes, consentcreatie en uitingen gericht op de inzet van social media en de uitwerking hiervan in content voor deze social media.","Aanbesteding voor advies, campagnes, toestemming en content voor social media.",Task_2
33328,1,33328,Leermiddelen PO,"De Opdracht bestaat uit het adviseren over en leveren van Lesmethoden, Licenties, Leerpakket, Kantoorartikelen en Ontwikkelingsmateriaal aan de scholen van Symbio.",Er bestaat een aanbesteding voor educatief materiaal en kantoorartikelen voor scholen.,Task_3
1177,1,1177,EA Tolkdienstverlening Oekraïense Ontheemden ten behoeve van Ministerie van Justitie en Veiligheid specifiek de NOO (1),Het afsluiten van een Overeenkomst voor het Leveren van Tolkdienstverlening voor Oekraïense Ontheemden in de zorg.,Aanbestedingen voor tolkondersteuning Oekraïense vluchtelingen gezondheidszorg,Task_1
42318,1,42318,Afleidingskanaal van Leie te Deinze. Aanpassing Krommebrug en omgeving i.k.v. fietsveiligheid.,"Het voorwerp van de opdracht is de heraanleg van de Krommebrug en omgeving in kader van fietsveiligheid. Hiertoe dient een dubbelrichting fietspad aangelegd te worden op rechteroever van het Afleidingskanaal van de Leie vanaf de Stadionlaan, achter het oorlogsmonument tot aan de aanloophelling van de Krommebrug. Hier wordt een fietsoversteekplaats voorzien waarna het dubbelrichting fietspad zijn weg vervolgt over de Krommebrug naar de linkeroever van het Afleidingskanaal van de Leie (tot aan ca. Martensveld). Om een dubbelrichting fietspad te creëren op de Krommebrug dient de wegindeling aangepast te worden.",Informatie over aanleg dubbelrichting fietspad en wegaanpassing bij brug,Task_2
116246,1,116246,Verzekeringsdienst.,"De verzekering van de gemeentelijke opstallen en inventarissen tegen de risico’s van schade door brand en de verzekering van gebouwen, bedrijfsuitrusting/inventaris, goederen en alle andere objecten behorende bij onderwijsinstellingen voor het primair onderwijs en het voortgezet onderwijs tegen de risico’s van schade door brand.",Brandverzekering voor gemeentelijke gebouwen en onderwijsinstellingen tegen brandschade.,Task_3
70151,1,70151,Onderhoud en interventiecontract van het telefoonnetwerk van de Vlaamse Milieumaatschappij en Uitrol van MS Teams softphones,Onderhoud en interventiecontract van het telefoonnetwerk van de Vlaamse Milieumaatschappij & Uitrol van MS Teams softphones,Aanbestedingen gezocht voor beheer telefoonnetwerk en implementatie softphones.,Task_1
28784,1,28784,Martkconsultatie voor een aanbesteding van digitale toets software door de UvA & HvA,"Digitaal toetsen levert een belangrijke bijdrage voor het faciliteren en het ondersteunen van de genoemde visies van de UvA en de HvA en voor het realiseren van de doelstellingen binnen die visies. Ondanks dat er verschillende (toets)visies zijn is er eenzelfde wens voor het inkopen van de digitale toetssoftware met de daarbij horende functionaliteiten en dienstverlening.In dat kader wensen de UvA en de HvA gezamenlijk een cloudbased toetssoftware die formatief én summatief toetsen (voor gesloten- en open vragen) ondersteunt vanuit de gehele digitale toetsketen. Een robuuste (met een betrouwbare performance) en gebruiksvriendelijke toetssoftware, die voldoet aan de hoge veiligheids-, security- en privacy eisen voor het afnemen van summatieve toetsen in een door de UvA/HvA gefaciliteerde centrale toetsvoorziening via Facility Services Bureau Onderwijs Logistiek (FS/Bol).",Cloudbased digitale toetssoftware voor formatief en summatief toetsen met hoge veiligheid,Task_2
115844,1,115844,"Contract 2009 - 226, Ingenieursdiensten t.b.v. projectondersteuning ZWR Gouda N 207.",Zie aanbestedingsleidraad.,Welke aanbestedingsdocumenten bevestigen of weerleggen een specifieke bewering?,Task_3
9608,1,9608,"Het betreft hier een overeenkomst voor het onderhoud, beheer, leveren en installeren openbare verlichting ten boehoeve van de gemeente Woensdrecht.","De opdracht omvat: De werkzaamheden bestaan in hoofdzaak uit:Het beheren, onderhouden, leveren, aanbrengen, aansluiten en bedrijfsklaar opleveren van openbare verlichtingsinstallatie:— het controleren en onderhouden van de openbare verlichtingsinstallaties,— het herstellen van storingen en schade aan de openbare verlichtingsinstallaties,— het treffen van de benodigde verkeersmaatregelen,— het organiseren en in bedrijf houden van een storingswachtdienst,— renovatie van de openbare verlichtingsinstallaties,— het rapporteren van verrichte werkzaamheden,— het up to date houden van een beheersysteem,— afhandelen van meldingen door burgers en gemeente,— opnemen en intekenen van OV revisie tbv de wet WION,— krediet en budget bewaking,— coördinatie en inzet Social Return on Investment,— het beschikbaar stellen van een meldingen opvolgsysteem,— aanvragen en afhandelen van aanvragen bij de netwerkbeheerder.","Wie kan openbare verlichting beheren, onderhouden, storingen herstellen en renoveren?",Task_1
9015,1,9015,Sr. P-adviseur/informatiebeheer.,"Het betreft hier geen Dynamisch Aankoopsysteem conform art.33 Bao, aangezien het inhuur van 2b-diensten betreft. In plaats van een DAS is een e-cartotheek ingesteld, waarvoor u zich doorlopend kunt aanmelden. Zie www.ctmsolution.nl/leveranciers.",Uitleg over vervangend inhuursysteem voor bepaalde diensten,Task_2
41846,1,41846,Kantoorartikelen en Supplies Belastingdienst.,"De Belastingdienst en het ministerie van Financiën zijn bij aanbestedingen altijd op zoek naar leveranciers die hen kunnen ontzorgen, een bijdrage leveren aan de organisatiedoelstellingen en streven naar maximale duurzaamheid.De doelstellingen en randvoorwaarden voor deze aanbesteding zijn:Doelstellingen:— het optimaal beschikbaar hebben van de juiste Kantoorartikelen, Computer-supplies en bijbehorende diensten voor de eindgebruiker;— het leveren van een bijdrage aan de duurzaamheidsdoelstellingen (Bijlage II);— het realiseren van klanttevredenheid van de 31 800 eindgebruikers;— het minimaliseren en beheersen van directe en indirecte kosten;— de ontzorging in het inkoop- en verwerkingsproces;— het inspelen op de veranderende omstandigheden binnen de Belastingdienst en het ministerie van Financiën (bijvoorbeeld krimp, groei, uitval en de Compacte Rijksdienst);— het realiseren van een volledig papierloos proces (digitaal van bestel- tot betaalproces).","Verwachten aanbesteders duurzaamheid, efficiëntie en klanttevredenheid bij leveringen?",Task_3
10750,1,10750,Schaafbestek de marne 2012-2015 (Vanaf 2012 plaatst de vastgoeddienst van het Ministerie van Defensie haar aankondigingen op www.tenderned.nl).,Schaafbestek de Marne 2012-2015.,Aanbestedingen voor meerjarig onderhoud aan asfaltwegdek frezen,Task_1
94776,1,94776,Maaien binnen de kommen (mrt. 2020–feb. 2023),"De werkzaamheden bestaan in hoofdzaak uit:— beheersen hoogte van gazons,— bijmaaien rondom obstakels en bomen,— zwerfafvalbeheersing op grasachtige vegetatie,— maaien van hondenuitlaatterreinen,— Maaien van wadi's, slootkanten, vijverkanten en ruw gras, afvoeren van vrijgekomen materiaal,— onderhoud van hondenuitlaatterreinen,— renovatie gazonvakken,— werkzaamheden in het kader van de Wet Natuurbescherming.",Welke diensten omvat groenonderhoud en afvalbeheersing in openbare ruimtes?,Task_2
38567,1,38567,2013-08 - Gemeente Sint Anthonis - Financieel Consulent,Gemeente Sint Anthonis zoekt voor 16 uur per week een zeer ervaren Financieel Consulent binnen het team Financien & WOZ.,gemeenten zoeken parttime financieel adviseurs met ervaring,Task_3
37244,1,37244,Multifunctioneel Centrum (MFC)/Eerstelijn Centrum Gezondheidszorg (ECG).,"De gemeente Geldermalsen ligt in het Gelderse Rivierengebied. De gemeente telt ca. 26 000 inwoners en omvat de kernen Acquoy, Beesd, Buurmalsen, Deil, Enspijk, Geldermalsen, Gellicum, Meteren, Rhenoy, Rumpt en Tricht.In de gemeentelijke organisatie is de afdeling Maatschappelijke en Ruimtelijke Ontwikkeling verantwoordelijk voor de realisatie van nieuwbouw werken waaronder het multifunctioneel centrum – eerstelijns centrum gezondheidszorg (hierna afgekort als „MFC – ECG”), het onderwerp van deze aanbesteding. Bijlage C geeft een korte beschrijving van het project. De beschrijving is bedoeld ter kennisname van het project voor de gegadigden. De beschrijving is niet bindend voor de opdrachtgever en de gegadigde kan hieraan geen rechten ontlenen.De opdracht heeft geen verdeling in percelen (zie II.1.8 van deze aankondiging) om de volgende reden: De opdrachtgever wil uit kosten- en risico-overwegingen het coördineren en afstemmen van werkzaamheden tussen de bouwkundig aannemer en installateurs bij één opdrachtnemer leggen.",Aanbesteding bouw multifunctioneel centrum inclusief installaties door één aannemer.,Task_1
79712,1,79712,Uitkeringsadministratiesysteem (inclusief bijbehorende ICT-diensten en leveringen).,"In het kader van de uitvoering van de bij wet aan de gemeenten opgedragen taken op het gebied van werk en inkomen, dient Stroomopwaarts MVS ter ondersteuning en uniformering van de werkprocessen ter zake te kunnen beschikken over een op standaard toepassingssoftware voor het domein „Werk en Inkomen” gebaseerd UAS inclusief onderhoud en ondersteuning (dit mede in verband met wijzigingen in Nederlandse wet- en regelgeving op het gebied van werk en inkomen en in verband met technische compatibiliteit en foutherstel), en bijbehorende diensten en leveringen.",Aanbesteding softwareondersteuning gemeentelijke taken werk en inkomen,Task_2
89965,1,89965,Renovatie en nieuwbouw WZC-perceel ruwbouw.,Openbare aanbesteding voor het perceel ruwbouw van de eerste fase van de renovatie en nieuwbouw van het Woonzorgcentrum H. Familie te Kuurne.Deze eerste fase bevat voornamelijk de uitbreiding met 2 verdiepingen van de afdeling voor dementerenden.,Is er vraag naar uitbreiding van ouderenzorg met extra verdiepingen?,Task_3
72236,1,72236,Het aangaan van leningen met 100 % waarborg van het Vlaams Gewest.,Het aangaan van leningen met 100 % waarborg van het Vlaams Gewest voor de financiering van de gewone investeringsprogramma’s van de Vlaamse Maatschappij voor Sociaal Wonen in de koopsector.,Zoek leningen met 100% overheidswaarborg voor investeringen sociale woningbouw koopsector.,Task_1
106146,1,106146,Brandverzekering gemeente Purmerend en Beemster,Aanbesteder is voornemens één leidende verzekeraar en één (1) of meerdere volgverzekeraars te contracteren,Uitleg over aanbesteden met meerdere verzekeraars en hun rollen.,Task_2
41282,1,41282,Europese aanbesteding herontwikkeling azc Ter Apel,"Ontwerp, Realisatie en Meerjarig onderhoud azc Ter Apel","Zoek aanbestedingen met geïntegreerd ontwerp, bouw en onderhoud opvanglocaties.",Task_3
20879,1,20879,Europese aanbesteding brandverzekering Veiligheidsregio Zeeland,"Het doel van deze openbare Europese aanbesteding is het op transparante wijze sluiten van een of meer brandverzekeringsovereenkomsten tussen Aanbestedende dienst, in hoedanigheid van Veiligheidsregio Zeeland in de ruimste zin van het woord, en verzekeraar(s) (al dan niet vertegenwoordig door en gevolmachtigd agent of assuradeur), eventueel in co-assurantie.Raetsheren van Orden B.V. is door Veiligheidsregio Zeeland, in lijn met het geldende inkoopbeleid, reeds aangesteld als makelaar voor de gehele verzekeringsportefeuille. Gegadigde gaat hier onvoorwaardelijk mee akkoord. Raetsheren van Orden B.V. zal in samenspraak met de Aanbestedende dienst werkafspraken maken met de gegunde Inschrijver(s) omtrent het beheer van het contract. Hierbij rekening houdende met de bestaande organisatiestructuur en de werkwijze van Inschrijver(s) zoals deze bij Raetsheren van Orden bekend is.",zoekt aanbieders brandverzekeringsovereenkomsten met reeds aangestelde verzekeringsmakelaar,Task_1
13971,1,13971,"Raamovereenkomst met meerdere ondernemers voor het leveren, beheren, onderhouden en optimaliseren van het huidige en toekomstige transportmiddelenpark.","Politiezone Antwerpen is op zoek naar een (of meerdere) externe partner(s) die PZA volledig kan ontzorgen bij het uitbreiden, personaliseren en beheren van haar vloot.Hiervoor schrijft Politiezone Antwerpen een vooruitstrevend (integrator) contract uit waarbij we onze expertise willen combineren met deze vanuit de markt, de nodige flexibiliteit en snelheid willen kunnen garanderen in kader van onze noden en bestellingen, alsook innovatie willen verzekeren en aanmoedigen gedurende de looptijd.",Aanbesteding externe partner gezocht voor innovatief wagenparkbeheer en ontzorging,Task_2
